Date,Open,High,Low,Close,Adj Close,Volume
2019-11-08,101.040001,101.209999,99.610001,100.860001,95.576729,2678400
2019-11-11,99.959999,101.209999,99.339996,100.680000,95.406158,1901400
2019-11-12,101.080002,101.870003,100.000000,100.480003,95.216629,1928200
2019-11-13,99.470001,100.730003,99.139999,100.250000,94.998680,1887200
2019-11-14,99.870003,101.059998,99.760002,100.820000,95.538826,2288100
2019-11-15,101.000000,101.199997,99.540001,100.610001,95.339821,2487600
2019-11-18,100.250000,101.110001,99.889999,101.059998,95.766251,2938000
2019-11-19,100.059998,100.160004,97.190002,97.620003,93.337685,3641300
2019-11-20,97.669998,97.699997,94.769997,97.190002,92.926537,4590000
2019-11-21,97.570000,98.849998,97.269997,98.410004,94.093025,3127700
2019-11-22,99.050003,99.720001,97.349998,97.510002,93.232506,2877500
2019-11-25,97.779999,98.169998,96.959999,97.349998,93.079521,3027400
2019-11-26,97.949997,98.419998,97.089996,97.440002,93.165573,4971000
2019-11-27,97.589996,98.000000,96.680000,97.099998,92.840485,3016700
2019-11-29,96.839996,96.940002,95.379997,95.489998,91.301109,1716800
2019-12-02,95.839996,97.080002,95.519997,95.599998,91.406281,3172900
2019-12-03,94.839996,94.900002,93.750000,93.889999,89.771294,3345700
2019-12-04,94.949997,94.949997,92.930000,93.209999,89.121132,3898000
2019-12-05,93.160004,93.480003,91.940002,92.989998,88.910782,3136100
2019-12-06,93.930000,94.940002,93.389999,93.610001,89.503586,3825100
2019-12-09,93.349998,93.620003,92.269997,92.519997,88.461395,3172400
2019-12-10,92.709999,94.639999,92.330002,94.570000,90.421471,2858300
2019-12-11,94.830002,94.989998,92.309998,92.889999,88.815163,3049700
2019-12-12,93.160004,94.769997,92.919998,94.529999,90.383224,2495400
2019-12-13,94.589996,95.809998,93.239998,93.809998,89.694809,2456400
2019-12-16,94.480003,96.180000,93.699997,95.139999,90.966461,3878000
2019-12-17,96.169998,97.209999,95.300003,95.680000,91.482780,2971900
2019-12-18,95.500000,95.650002,93.970001,94.510002,90.364098,4334300
2019-12-19,94.889999,95.389999,94.209999,94.589996,90.440590,2782300
2019-12-20,95.239998,95.989998,94.379997,95.269997,91.090759,4801600
2019-12-23,95.300003,95.449997,94.500000,95.239998,91.062073,1910300
2019-12-24,95.160004,95.660004,94.690002,95.099998,90.928215,559800
2019-12-26,95.239998,95.379997,94.180000,94.419998,90.278053,1205800
2019-12-27,94.779999,94.849998,93.120003,93.199997,89.111565,1752400
2019-12-30,93.010002,93.839996,92.739998,92.879997,88.805603,2186800
2019-12-31,92.949997,93.800003,92.739998,93.650002,89.541832,1582000
2020-01-02,94.629997,95.239998,94.260002,95.129997,90.956909,2130500
2020-01-03,94.349998,94.650002,90.849998,91.519997,87.505264,5057000
2020-01-06,91.110001,91.989998,90.519997,91.529999,87.514824,3393200
2020-01-07,91.059998,92.760002,90.309998,92.730003,88.662186,3795500
2020-01-08,92.519997,93.529999,91.989998,93.089996,89.006393,4101800
2020-01-09,93.699997,95.269997,92.930000,95.180000,91.004707,3033300
2020-01-10,95.529999,97.480003,95.389999,96.889999,92.639702,3551800
2020-01-13,97.050003,98.029999,95.809998,96.250000,92.027771,2703100
2020-01-14,96.029999,96.150002,94.809998,95.400002,91.215057,3270900
2020-01-15,94.570000,94.849998,91.660004,92.260002,88.212807,4001900
2020-01-16,93.070000,93.199997,91.430000,91.980003,87.945091,2829500
2020-01-17,91.940002,92.089996,90.910004,91.220001,87.218422,2891700
2020-01-21,90.540001,90.940002,89.120003,90.250000,86.290977,3221500
2020-01-22,90.639999,90.900002,89.559998,89.620003,85.688614,2129400
2020-01-23,89.190002,89.750000,86.949997,89.510002,85.583443,2952300
2020-01-24,89.120003,90.070000,88.230003,89.260002,85.344406,2580300
2020-01-27,86.820000,86.870003,84.769997,85.050003,81.319092,3369600
2020-01-28,85.620003,86.900002,84.889999,85.949997,82.179611,2424100
2020-01-29,86.930000,88.440002,86.330002,86.459999,82.667229,3478200
2020-01-30,85.940002,88.449997,85.050003,88.190002,84.321342,4281400
2020-01-31,87.559998,88.400002,83.320000,84.309998,80.611542,6537200
2020-02-03,84.300003,84.480003,79.739998,80.250000,76.729652,5190700
2020-02-04,81.709999,83.500000,81.000000,81.239998,77.676224,4504400
2020-02-05,82.589996,84.309998,81.769997,83.779999,80.104797,3248000
2020-02-06,84.040001,84.669998,82.809998,83.269997,79.617172,2615100
2020-02-07,82.739998,84.709999,82.230003,84.040001,80.353394,2333500
2020-02-10,83.400002,84.430000,83.059998,84.370003,80.668915,2602900
2020-02-11,84.129997,84.370003,83.430000,84.239998,81.491180,1886500
2020-02-12,85.660004,86.790001,84.389999,85.040001,82.265083,2543800
2020-02-13,84.870003,85.050003,83.620003,83.699997,80.968803,4507300
2020-02-14,84.199997,84.209999,81.860001,82.639999,79.943390,2990400
2020-02-18,82.370003,83.349998,82.099998,82.519997,79.827301,1856600
2020-02-19,82.760002,83.339996,81.339996,83.230003,80.514137,1831500
2020-02-20,83.260002,84.769997,83.010002,84.169998,81.423462,2015800
2020-02-21,83.300003,83.510002,81.940002,82.900002,80.194908,2084800
2020-02-24,80.040001,80.099998,77.699997,78.099998,75.551529,3868700
2020-02-25,78.419998,78.620003,73.989998,74.440002,72.010963,4057500
2020-02-26,74.889999,75.489998,71.599998,71.720001,69.379723,4702000
2020-02-27,69.370003,69.809998,65.760002,66.190002,64.030167,7682400
2020-02-28,63.529999,66.269997,62.410000,66.250000,64.088211,7421700
2020-03-02,66.970001,68.059998,63.849998,67.870003,65.655350,6526300
2020-03-03,68.430000,69.050003,63.630001,64.440002,62.337276,5587900
2020-03-04,65.930000,65.930000,63.029999,64.150002,62.056736,6485000
2020-03-05,62.099998,63.790001,60.750000,61.700001,59.686680,5918900
2020-03-06,59.560001,63.669998,58.220001,63.090000,61.031326,9569600
2020-03-09,58.400002,67.699997,57.360001,58.400002,56.494362,12531100
2020-03-10,60.730000,63.849998,57.029999,60.450001,58.477470,10527600
2020-03-11,58.680000,59.740002,53.529999,54.419998,52.644230,9184800
2020-03-12,50.070000,50.680000,42.689999,43.959999,42.525551,14645700
2020-03-13,48.099998,49.990002,41.750000,49.900002,48.271725,9700600
2020-03-16,43.009998,47.990002,41.189999,41.630001,40.271580,8241800
2020-03-17,42.110001,43.209999,38.000000,39.020000,37.746746,8839500
2020-03-18,36.410000,37.349998,31.000000,35.020000,33.877270,8900200
2020-03-19,34.790001,37.470001,31.889999,37.410000,36.189281,8776000
2020-03-20,38.490002,41.180000,36.419998,38.660000,37.398491,9225000
2020-03-23,37.310001,37.779999,32.459999,32.619999,31.555580,6535300
2020-03-24,35.880001,37.310001,33.509998,34.650002,33.519344,9068400
2020-03-25,36.480000,42.490002,33.849998,39.630001,38.336842,8933300
2020-03-26,40.939999,47.139999,40.139999,45.599998,44.112034,10055900
2020-03-27,42.709999,47.470001,42.020000,45.040001,43.570309,8028700
2020-03-30,42.790001,47.480000,41.000000,47.189999,45.650154,7691900
2020-03-31,48.980000,49.279999,43.830002,45.360001,43.879868,7423500
2020-04-01,42.080002,43.919998,40.500000,41.000000,39.662136,5354600
2020-04-02,42.810001,46.000000,40.500000,41.500000,40.145821,8098300
2020-04-03,41.740002,42.000000,39.669998,40.340000,39.023674,5313400
2020-04-06,42.849998,46.529999,42.849998,46.099998,44.595718,6213000
2020-04-07,49.450001,50.090000,46.340000,48.009998,46.443394,7767300
2020-04-08,48.540001,52.759998,48.119999,51.599998,49.916252,6830800
2020-04-09,53.799999,53.880001,48.340000,50.099998,48.465199,7711600
2020-04-13,51.939999,52.369999,48.930000,49.700001,48.078251,4668100
2020-04-14,49.810001,51.480000,49.529999,50.950001,49.287460,4201000
2020-04-15,48.009998,48.500000,46.009998,46.700001,45.176140,5311800
2020-04-16,46.540001,47.470001,44.439999,45.000000,43.531612,5133200
2020-04-17,46.150002,51.910000,45.750000,51.759998,50.071030,6855700
2020-04-20,48.439999,52.240002,48.279999,50.310001,48.668346,5451300
2020-04-21,48.099998,50.799999,47.619999,49.450001,47.836407,5692800
2020-04-22,51.970001,52.740002,50.360001,50.570000,48.919861,4679500
2020-04-23,52.020000,53.209999,50.889999,52.070000,50.370914,5164500
2020-04-24,52.799999,53.549999,51.610001,52.500000,50.786884,4013900
2020-04-27,52.549999,56.270000,52.080002,55.570000,53.756706,3813900
2020-04-28,57.560001,59.200001,56.410000,57.869999,55.981651,4570900
2020-04-29,61.139999,66.940002,60.540001,66.279999,64.117233,9892400
2020-04-30,65.919998,66.750000,62.180000,63.349998,61.282837,6676400
2020-05-01,60.830002,61.910000,58.340000,58.759998,56.842613,4667800
2020-05-04,58.450001,63.730000,57.779999,63.660000,61.582722,6629800
2020-05-05,65.500000,66.550003,62.419998,63.020000,60.963608,6329600
2020-05-06,63.400002,64.040001,60.590000,60.910000,58.922455,4406000
2020-05-07,62.029999,64.050003,60.860001,61.259998,59.261036,4307100
2020-05-08,62.820000,66.220001,61.560001,65.919998,63.768974,4405300
2020-05-11,65.019997,66.709999,65.010002,65.570000,63.430401,4981300
2020-05-12,66.510002,66.870003,63.340000,63.340000,61.273163,5030700
2020-05-13,61.820000,62.040001,58.730000,59.049999,58.020851,5721100
2020-05-14,57.650002,60.650002,55.810001,59.410000,58.374580,5237900
2020-05-15,59.189999,60.500000,57.790001,58.779999,57.755558,3768000
2020-05-18,61.990002,64.910004,61.610001,64.349998,63.228481,4422800
2020-05-19,64.260002,65.709999,62.509998,64.050003,62.933716,4573100
2020-05-20,65.830002,68.250000,65.730003,67.339996,66.166367,5337200
2020-05-21,67.019997,67.790001,65.360001,65.730003,64.584435,2959700
2020-05-22,65.550003,65.980003,63.950001,65.680000,64.535301,3521100
2020-05-26,68.220001,70.150002,68.190002,68.699997,67.502663,4833500
2020-05-27,70.099998,71.290001,68.750000,70.180000,68.956879,4359800
2020-05-28,70.220001,70.500000,66.529999,67.129997,65.960030,4992100
2020-05-29,66.959999,67.930000,65.750000,66.639999,65.478569,4973800
2020-06-01,66.830002,67.339996,65.300003,66.580002,65.419617,3893900
2020-06-02,67.269997,68.690002,66.519997,68.190002,67.001556,4373900
2020-06-03,69.250000,70.930000,68.650002,70.540001,69.310600,4963100
2020-06-04,69.620003,70.589996,69.160004,70.050003,68.829147,3391700
2020-06-05,73.089996,75.750000,73.059998,74.639999,73.339142,5700500
2020-06-08,76.000000,77.110001,74.220001,75.620003,74.302071,4397300
2020-06-09,73.150002,73.690002,71.029999,71.269997,70.027878,4902400
2020-06-10,71.620003,72.349998,68.680000,69.050003,67.846573,4571200
2020-06-11,64.550003,66.519997,60.279999,60.680000,59.622444,6214000
2020-06-12,63.889999,64.650002,61.669998,63.790001,62.678242,3573700
2020-06-15,60.869999,63.970001,59.560001,63.590000,62.481728,4972900
2020-06-16,66.690002,67.769997,64.410004,66.160004,65.006943,4046100
2020-06-17,65.839996,65.839996,62.299999,62.320000,61.233864,4644500
2020-06-18,61.700001,65.349998,61.340000,64.629997,63.503601,3817800
2020-06-19,66.019997,66.860001,63.020000,63.160000,62.059223,9539900
2020-06-22,62.430000,63.000000,61.459999,62.660000,61.567936,3138000
2020-06-23,63.400002,63.750000,62.500000,62.650002,61.558113,2628500
2020-06-24,61.360001,61.580002,57.290001,58.020000,57.008804,5688100
2020-06-25,57.250000,58.450001,56.590000,57.279999,56.281700,4887000
2020-06-26,57.049999,57.279999,55.660000,56.320000,55.338432,4851900
2020-06-29,56.700001,58.189999,56.060001,56.950001,55.957455,3636900
2020-06-30,56.340000,59.099998,55.770000,58.820000,57.794861,5122500
2020-07-01,59.200001,60.299999,56.369999,56.439999,55.456341,3172200
2020-07-02,57.590000,58.279999,56.150002,56.340000,55.358086,3834600
2020-07-06,57.500000,57.799999,55.150002,56.470001,55.485821,3595800
2020-07-07,55.500000,55.529999,53.009998,53.119999,52.194202,6069900
2020-07-08,52.790001,54.130001,52.119999,52.980000,52.056644,5539400
2020-07-09,52.790001,52.820000,49.869999,50.220001,49.344746,6920900
2020-07-10,50.220001,53.660000,50.160000,53.650002,52.714970,5180700
2020-07-13,54.169998,54.540001,52.509998,53.230000,52.302284,4305500
2020-07-14,52.700001,54.509998,52.360001,54.400002,53.451897,4671100
2020-07-15,56.240002,57.450001,55.490002,57.230000,56.232571,3941400
2020-07-16,56.650002,57.840000,55.759998,56.580002,55.593903,2530900
2020-07-17,56.980000,57.919998,55.320000,55.470001,54.503246,3093300
2020-07-20,55.340000,56.139999,54.259998,54.330002,53.383118,2329200
2020-07-21,55.299999,57.939999,55.020000,57.580002,56.576473,4051300
2020-07-22,56.560001,57.939999,56.020000,57.070000,56.075359,2741100
2020-07-23,56.470001,57.810001,56.389999,57.669998,56.664902,3576100
2020-07-24,57.720001,58.750000,57.459999,57.980000,56.969501,2978400
2020-07-27,57.799999,58.139999,56.810001,58.029999,57.018627,2678400
2020-07-28,57.619999,58.540001,56.520000,56.889999,55.898499,3645500
2020-07-29,57.599998,59.759998,57.139999,59.689999,58.649696,4510900
2020-07-30,56.430000,57.369999,54.400002,56.330002,55.348259,6257300
2020-07-31,55.540001,56.459999,55.070000,56.230000,55.250000,5123000
2020-08-03,55.230000,55.660000,53.580002,53.910000,53.910000,5396500
2020-08-04,53.689999,53.930000,51.930000,53.020000,53.020000,5702700
2020-08-05,54.279999,54.380001,51.290001,51.619999,51.619999,5294300
2020-08-06,51.360001,52.980000,51.099998,51.480000,51.480000,3924600
2020-08-07,51.220001,52.869999,50.730000,52.660000,52.660000,3305700
2020-08-10,53.000000,53.770000,52.389999,53.549999,53.549999,5663300
2020-08-11,55.029999,55.730000,53.450001,53.650002,53.650002,4711000
2020-08-12,54.650002,55.150002,53.500000,55.119999,55.119999,3139900
2020-08-13,54.320000,54.939999,53.099998,53.189999,53.189999,3411000
2020-08-14,52.849998,54.520000,52.650002,54.459999,54.459999,3693700
2020-08-17,54.360001,56.180000,54.169998,55.599998,55.599998,4335800
2020-08-18,55.250000,55.779999,54.619999,54.740002,54.740002,2567300
2020-08-19,54.320000,54.980000,53.660000,54.259998,54.259998,3031100
2020-08-20,53.680000,53.950001,51.980000,52.700001,52.700001,3796100
2020-08-21,52.560001,53.230000,52.040001,52.619999,52.619999,2936800
2020-08-24,53.070000,55.180000,52.779999,54.990002,54.990002,3226400
2020-08-25,55.150002,55.810001,53.700001,54.250000,54.250000,3380900
2020-08-26,54.150002,54.660000,53.259998,53.700001,53.700001,4065200
2020-08-27,53.830002,53.950001,52.330002,53.439999,53.439999,3453600
2020-08-28,53.639999,55.020000,53.639999,54.889999,54.889999,3805600
2020-08-31,55.110001,55.250000,52.529999,52.590000,52.590000,4486200
2020-09-01,52.279999,53.400002,51.590000,52.470001,52.470001,3200400
2020-09-02,52.599998,53.380001,51.900002,52.910000,52.910000,3959500
2020-09-03,52.990002,54.480000,51.660000,52.330002,52.330002,3624200
2020-09-04,52.759998,53.119999,50.660000,51.220001,51.220001,3700500
2020-09-08,50.500000,51.000000,48.680000,48.730000,48.730000,4513400
2020-09-09,49.180000,49.470001,47.340000,47.750000,47.750000,4490400
2020-09-10,47.869999,48.060001,45.380001,45.630001,45.630001,4870800
2020-09-11,45.590000,46.779999,45.139999,46.389999,46.389999,3969400
2020-09-14,46.660000,48.080002,46.540001,47.509998,47.509998,5927700
2020-09-15,47.700001,48.169998,46.540001,46.560001,46.560001,3568400
2020-09-16,47.060001,50.040001,46.570000,49.099998,49.099998,6197100
2020-09-17,48.049999,49.029999,47.840000,49.000000,49.000000,6633400
2020-09-18,48.540001,49.099998,47.779999,48.709999,48.709999,8200400
2020-09-21,47.180000,47.900002,46.299999,47.360001,47.360001,6162500
2020-09-22,47.250000,47.950001,47.000000,47.419998,47.419998,4799600
2020-09-23,47.439999,47.450001,44.470001,44.509998,44.509998,4627500
2020-09-24,44.060001,45.549999,42.930000,44.580002,44.580002,3818100
2020-09-25,43.919998,44.189999,43.020000,43.919998,43.919998,4687200
2020-09-28,44.820000,45.570000,44.630001,44.820000,44.820000,3247900
2020-09-29,44.910000,44.990002,43.110001,43.410000,43.410000,4385200
2020-09-30,43.570000,44.400002,42.930000,43.320000,43.320000,4757000
2020-10-01,41.619999,42.000000,39.720001,40.279999,40.279999,10606700
2020-10-02,39.240002,41.240002,38.869999,40.730000,40.730000,6992100
2020-10-05,41.450001,43.119999,41.250000,43.070000,43.070000,5107900
2020-10-06,43.869999,44.320000,42.090000,42.330002,42.330002,4450100
2020-10-07,42.500000,42.860001,41.860001,42.349998,42.349998,4239500
2020-10-08,42.639999,44.380001,42.259998,44.360001,44.360001,3251400
2020-10-09,44.759998,44.889999,43.150002,43.639999,43.639999,5617900
2020-10-12,43.259998,43.490002,42.220001,43.090000,43.090000,3733300
2020-10-13,42.660000,42.889999,41.400002,41.430000,41.430000,3890900
2020-10-14,41.459999,42.619999,41.450001,41.709999,41.709999,3693700
2020-10-15,40.900002,41.720001,39.779999,41.560001,41.560001,5678300
2020-10-16,41.570000,41.650002,40.160000,40.220001,40.220001,5518900
2020-10-19,40.419998,40.459999,39.150002,39.290001,39.290001,5086800
2020-10-20,39.750000,41.130001,39.689999,40.700001,40.700001,4120600
2020-10-21,40.270000,41.540001,39.750000,40.540001,40.540001,5592100
2020-10-22,40.169998,41.389999,38.419998,41.279999,41.279999,6561200
2020-10-23,41.680000,43.419998,40.990002,41.970001,41.970001,6217000
2020-10-26,41.220001,41.299999,39.209999,39.540001,39.540001,4902000
2020-10-27,39.119999,39.450001,38.220001,38.259998,38.259998,4886800
